Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [53]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [98]
[94]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [94]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [93]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::reserve(unsigned long) [97]
[95]     0.0    0.00    0.00       1         std::vector<RouteRequest, std::allocator<RouteRequest> >::max_size() const [95]
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::_S_max_size(std::allocator<RouteRequest> const&) [96]
                0.00    0.00       1/1           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_get_Tp_allocator() const [199]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::max_size() const [95]
[96]     0.0    0.00    0.00       1         std::vector<RouteRequest, std::allocator<RouteRequest> >::_S_max_size(std::allocator<RouteRequest> const&) [96]
                0.00    0.00       1/130947695     unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [24]
-----------------------------------------------
                0.00    0.00       1/1           generate_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, int) [62]
[97]     0.0    0.00    0.00       1         std::vector<RouteRequest, std::allocator<RouteRequest> >::reserve(unsigned long) [97]
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::max_size() const [95]
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::capacity() const [200]
                0.00    0.00       1/1202        std::vector<RouteRequest, std::allocator<RouteRequest> >::size() const [141]
                0.00    0.00       1/1           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_allocate(unsigned long) [204]
                0.00    0.00       1/2           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_get_Tp_allocator() [195]
                0.00    0.00       1/1           std::vector<RouteRequest, std::allocator<RouteRequest> >::_S_relocate(RouteRequest*, RouteRequest*, RouteRequest*, std::allocator<RouteRequest>&) [233]
                0.00    0.00       1/2           std::_Vector_base<RouteRequest, std::allocator<RouteRequest> >::_M_deallocate(RouteRequest*, unsigned long) [194]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[98]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [98]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [94]
                0.00    0.00       1/4           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [182]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [235]
-----------------------------------------------
                0.00    0.00  279952/279952      summarize_heatmap(std::vector<int, std::allocator<int> > const&, int, int) [25]
[105]    0.0    0.00    0.00  279952         std::array<int, 1201ul>::operator[](unsigned long) [105]
-----------------------------------------------
                0.00    0.00  135200/135200      int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [113]
[106]    0.0    0.00    0.00  135200         std::uniform_int_distribution<int>::param_type::a() const [106]
-----------------------------------------------
                0.00    0.00       1/70261       void std::_Construct<int>(int*) [239]
                0.00    0.00     260/70261       void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [31]
                0.00    0.00    1200/70261       _ZSt12construct_atI12RouteRequestJS0_EQaant20is_unbounded_array_vIT_ErqXgsnwcvPvLi0E_S1_pispcl7declvalIT0_EEEEEPS1_S4_DpOS3_ [163]
                0.00    0.00    1200/70261       void std::_Construct<Point>(Point*) [162]
                0.00    0.00   67600/70261       void std::_Construct<int, int const&>(int*, int const&) [114]
[107]    0.0    0.00    0.00   70261         operator new(unsigned long, void*) [107]
-----------------------------------------------
                0.00    0.00   67600/67600       std::iterator_traits<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::difference_type std::__count_if<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const> >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__ops::_Iter_equals_val<char const>) [173]
[108]    0.0    0.00    0.00   67600         bool __gnu_cxx::__ops::_Iter_equals_val<char const>::operator()<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >) [108]
-----------------------------------------------
                0.00    0.00   67600/67600       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [113]
[109]    0.0    0.00    0.00   67600         std::uniform_int_distribution<int>::param_type::b() const [109]
-----------------------------------------------
                0.00    0.00   67600/67600       unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [111]
[110]    0.0    0.00    0.00   67600         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [110]
                0.00    0.00     109/109         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [175]
-----------------------------------------------
                0.00    0.00   67600/67600       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [113]
[111]    0.0    0.00    0.00   67600         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [111]
                0.00    0.00   67600/67600       std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [110]
-----------------------------------------------
                0.00    0.00   67600/67600       generate_grid[abi:cxx11](int, int) [26]
[112]    0.0    0.00    0.00   67600         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [112]
                0.00    0.00   67600/67600       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [113]
-----------------------------------------------
                0.00    0.00   67600/67600       int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [112]
[113]    0.0    0.00    0.00   67600         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [113]
                0.00    0.00  135200/135200      std::uniform_int_distribution<int>::param_type::a() const [106]
                0.00    0.00   67600/67600       std::uniform_int_distribution<int>::param_type::b() const [109]
                0.00    0.00   67600/67600       unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [111]
-----------------------------------------------
                0.00    0.00   67600/67600       int* std::__do_uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [242]
[114]    0.0    0.00    0.00   67600         void std::_Construct<int, int const&>(int*, int const&) [114]
                0.00    0.00   67600/70261       operator new(unsigned long, void*) [107]
-----------------------------------------------
                0.00    0.00    3820/27821       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [120]
                0.00    0.00   24001/27821       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [71]
[115]    0.0    0.00    0.00   27821         std::char_traits<char>::assign(char&, char const&) [115]
-----------------------------------------------
                0.00    0.00   26661/26661       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [70]
[116]    0.0    0.00    0.00   26661         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [116]
                0.00    0.00   26661/26661       std::__ptr_traits_ptr_to<char const*, char const, false>::pointer_to(char const&) [117]
-----------------------------------------------
                0.00    0.00   26661/26661       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [116]
[117]    0.0    0.00    0.00   26661         std::__ptr_traits_ptr_to<char const*, char const, false>::pointer_to(char const&) [117]
-----------------------------------------------
                0.00    0.00     260/24261       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [80]
                0.00    0.00   24001/24261       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [71]
[118]    0.0    0.00    0.00   24261         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long) [118]
-----------------------------------------------
                0.00    0.00       1/16392       std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [55]
                0.00    0.00       1/16392       std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [235]
                0.00    0.00       2/16392       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [42]
                0.00    0.00       4/16392       std::vector<int, std::allocator<int> >::~vector() [186]
                0.00    0.00   16384/16392       std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [133]
[119]    0.0    0.00    0.00   16392         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [119]
-----------------------------------------------
                0.00    0.00     260/13460       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [80]
                0.00    0.00    1200/13460       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars<char const*>(char*, char const*, char const*) [43]
                0.00    0.00    2400/13460       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [68]
                0.00    0.00    9600/13460       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [48]
[120]    0.0    0.00    0.00   13460         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [120]
                0.00    0.00    9640/9640        std::char_traits<char>::copy(char*, char const*, unsigned long) [122]
                0.00    0.00    3820/27821       std::char_traits<char>::assign(char&, char const&) [115]
-----------------------------------------------
                0.00    0.00   12288/12288       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [132]
[121]    0.0    0.00    0.00   12288         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [121]
-----------------------------------------------
                0.00    0.00    9640/9640        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [120]
[122]    0.0    0.00    0.00    9640         std::char_traits<char>::copy(char*, char const*, unsigned long) [122]
-----------------------------------------------
                0.00    0.00       1/8405        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_fill_n_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [35]
                0.00    0.00       1/8405        int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [244]
                0.00    0.00       1/8405        int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long) [56]
                0.00    0.00       2/8405        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [198]
                0.00    0.00    1200/8405        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [40]
                0.00    0.00    1200/8405        Point* std::__uninitialized_default_n<Point*, unsigned long>(Point*, unsigned long) [15]
                0.00    0.00    6000/8405        _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2EvQ26is_default_constructible_vIT1_E [78]
[123]    0.0    0.00    0.00    8405         std::is_constant_evaluated() [123]
-----------------------------------------------
                0.00    0.00    7461/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [126]
[124]    0.0    0.00    0.00    7461         std::__ptr_traits_ptr_to<char*, char, false>::pointer_to(char&) [124]
-----------------------------------------------
                0.00    0.00    7461/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [77]
[125]    0.0    0.00    0.00    7461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [125]
-----------------------------------------------
                0.00    0.00       1/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [92]
                0.00    0.00     260/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [30]
                0.00    0.00    1200/7461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [41]
                0.00    0.00    6000/7461        _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2EvQ26is_default_constructible_vIT1_E [78]
[126]    0.0    0.00    0.00    7461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [126]
                0.00    0.00    7461/7461        std::__ptr_traits_ptr_to<char*, char, false>::pointer_to(char&) [124]
-----------------------------------------------
                0.00    0.00     260/6260        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [30]
                0.00    0.00    6000/6260        _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2EvQ26is_default_constructible_vIT1_E [78]
[127]    0.0    0.00    0.00    6260         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [127]
-----------------------------------------------
                0.00    0.00    1200/6000        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [41]
                0.00    0.00    4800/6000        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*) [58]
[128]    0.0    0.00    0.00    6000         std::char_traits<char>::length(char const*) [128]
-----------------------------------------------
                0.00    0.00    6000/6000        std::__cxx11::to_string(int) [66]
[129]    0.0    0.00    0.00    6000         unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [129]
-----------------------------------------------
                0.00    0.00    6000/6000        std::__cxx11::to_string(int)::{lambda(char*, unsigned long)#1}::operator()(char*, unsigned long) const [131]
[130]    0.0    0.00    0.00    6000         void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [130]
-----------------------------------------------
                0.00    0.00    6000/6000        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::__resize_and_overwrite<std::__cxx11::to_string(int)::{lambda(char*, unsigned long)#1}>(unsigned long, std::__cxx11::to_string(int)::{lambda(char*, unsigned long)#1}) [67]
[131]    0.0    0.00    0.00    6000         std::__cxx11::to_string(int)::{lambda(char*, unsigned long)#1}::operator()(char*, unsigned long) const [131]
                0.00    0.00    6000/6000        void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [130]
-----------------------------------------------
                0.00    0.00    4096/4096        std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [133]
[132]    0.0    0.00    0.00    4096         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [132]
                0.00    0.00   12288/12288       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [121]
-----------------------------------------------
                0.00    0.00    4096/4096        compute_congestion_pressure(std::vector<int, std::allocator<int> > const&, int, int, int) [2]
[133]    0.0    0.00    0.00    4096         std::vector<int, std::allocator<int> >::swap(std::vector<int, std::allocator<int> >&) [133]
                0.00    0.00   16384/16392       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [119]
                0.00    0.00    4096/4096        std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [132]
-----------------------------------------------
                0.00    0.00    1461/2922        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [73]
                0.00    0.00    1461/2922        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [85]
[134]    0.0    0.00    0.00    2922         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [134]
-----------------------------------------------
                0.00    0.00    1200/2400        std::vector<Point, std::allocator<Point> >::~vector() [10]
                0.00    0.00    1200/2400        std::vector<Point, std::allocator<Point> >::_M_default_initialize(unsigned long) [14]
[135]    0.0    0.00    0.00    2400         std::_Vector_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() [135]
-----------------------------------------------
                0.00    0.00    1461/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [85]
[136]    0.0    0.00    0.00    1461         std::__new_allocator<char>::deallocate(char*, unsigned long) [136]
-----------------------------------------------
                0.00    0.00    1461/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_allocate(std::allocator<char>&, unsigned long) [139]
[137]    0.0    0.00    0.00    1461         std::__new_allocator<char>::allocate(unsigned long, void const*) [137]
-----------------------------------------------
                0.00    0.00       1/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct(unsigned long, char) [91]
                0.00    0.00     260/1461        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [80]
                0.00    0.00    1200/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [68]
[138]    0.0    0.00    0.00    1461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [138]
-----------------------------------------------
                0.00    0.00    1461/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [73]
[139]    0.0    0.00    0.00    1461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_allocate(std::allocator<char>&, unsigned long) [139]
                0.00    0.00    1461/1461        std::__new_allocator<char>::allocate(unsigned long, void const*) [137]
-----------------------------------------------
                0.00    0.00       1/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct(unsigned long, char) [91]
                0.00    0.00     260/1461        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<true>(char const*, unsigned long) [80]
                0.00    0.00    1200/1461        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [68]
[140]    0.0    0.00    0.00    1461         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [140]
-----------------------------------------------
                0.00    0.00       1/1202        run_all_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<RouteRequest, std::allocator<RouteRequest> > const&, std::vector<int, std::allocator<int> >&) [5]
                0.00    0.00       1/1202        std::vector<RouteRequest, std::allocator<RouteRequest> >::reserve(unsigned long) [97]
                0.00    0.00    1200/1202        std::vector<RouteRequest, std::allocator<RouteRequest> >::operator[](unsigned long) const [147]
[141]    0.0    0.00    0.00    1202         std::vector<RouteRequest, std::allocator<RouteRequest> >::size() const [141]
-----------------------------------------------
                0.00    0.00       1/1201        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [92]
                0.00    0.00    1200/1201        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [41]
[142]    0.0    0.00    0.00    1201         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char> const&) [142]
-----------------------------------------------
                0.00    0.00       1/1201        int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long) [54]
                0.00    0.00    1200/1201        Point* std::__uninitialized_default_n_1<true>::__uninit_default_n<Point*, unsigned long>(Point*, unsigned long) [13]
[143]    0.0    0.00    0.00    1201         std::__size_to_integer(unsigned long) [143]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::empty() const [146]
[144]    0.0    0.00    0.00    1200         std::vector<RouteRequest, std::allocator<RouteRequest> >::end() const [144]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::empty() const [146]
[145]    0.0    0.00    0.00    1200         std::vector<RouteRequest, std::allocator<RouteRequest> >::begin() const [145]
-----------------------------------------------
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::back() [160]
[146]    0.0    0.00    0.00    1200         std::vector<RouteRequest, std::allocator<RouteRequest> >::empty() const [146]
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::end() const [144]
                0.00    0.00    1200/1200        std::vector<RouteRequest, std::allocator<RouteRequest> >::begin() const [145]
-----------------------------------------------
                0.00    0.00    1200/1200        run_all_requests(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::vector<RouteRequest, std::allocator<RouteRequest> > const&, std::vector<int, std::allocator<int> >&) [5]
[147]    0.0    0.00    0.00    1200         std::vector<RouteRequest, std::allocator<RouteRequest> >::operator[](unsigned long) const [147]
